retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,spatial,2,0.95,0.3237693399355198,0.0012163243772577432,0.22207903780068733,0.0012702502748310276,97,False
tct,9,spatial,2,0.95,0.3708352055894104,0.0001846070759396112,0.2714776632302406,8.166950933778078e-05,97,True
tct,9,a_ratio,2,0.95,0.3291745003548201,0.0009939882929995484,0.21434707903780073,0.0018682268943729797,97,False
tct,9,a_ratio,2,0.95,0.36487515143665017,0.00023826831884819487,0.25042955326460486,0.0002790440350017295,97,True
tct,9,nqc,2,0.95,0.3643443952183001,0.0002436863317994774,0.21606529209621997,0.0017164841150655054,97,False
tct,9,nqc,2,0.95,0.40841478616205495,3.283128716586719e-05,0.27061855670103097,8.601885162206065e-05,97,True
tct,9,bertQPP,2,0.95,0.3479661510410452,0.0004786093390018813,0.22723367697594504,0.000975784420613921,97,False
tct,9,bertQPP,2,0.95,0.37508629324006126,0.0001534217379609242,0.2555841924398626,0.0002082313453780151,97,True
tct,9,bertQPP(QV),2,0.95,0.3425518027264116,0.0005935694512953243,0.22379725085910657,0.0011640289366746655,97,False
tct,9,bertQPP(QV),2,0.95,0.3698388651557032,0.00019271847332215,0.2517182130584193,0.00025948171452482385,97,True
tct,9,spatial,2,1.0,0.32880197438463554,0.0010080326630130525,0.21563573883161516,0.0017533187111864498,97,False
tct,9,spatial,2,1.0,0.355858406768471,0.0003472820161950346,0.24613402061855674,0.00035469522611087794,97,True
tct,9,a_ratio,2,1.0,0.32880197438463554,0.0010080326630130525,0.21563573883161516,0.0017533187111864498,97,False
tct,9,a_ratio,2,1.0,0.355858406768471,0.0003472820161950346,0.24613402061855674,0.00035469522611087794,97,True
tct,9,nqc,2,1.0,0.32880197438463554,0.0010080326630130525,0.21563573883161516,0.0017533187111864498,97,False
tct,9,nqc,2,1.0,0.355858406768471,0.0003472820161950346,0.24613402061855674,0.00035469522611087794,97,True
tct,9,bertQPP,2,1.0,0.32880197438463554,0.0010080326630130525,0.21563573883161516,0.0017533187111864498,97,False
tct,9,bertQPP,2,1.0,0.355858406768471,0.0003472820161950346,0.24613402061855674,0.00035469522611087794,97,True
tct,9,bertQPP(QV),2,1.0,0.32880197438463554,0.0010080326630130525,0.21563573883161516,0.0017533187111864498,97,False
tct,9,bertQPP(QV),2,1.0,0.355858406768471,0.0003472820161950346,0.24613402061855674,0.00035469522611087794,97,True
tct,9,spatial,3,0.0,0.013382096827883258,0.8964907995035795,0.03393470790378007,0.6224147431170471,97,False
tct,9,spatial,3,0.0,0.2806756280578976,0.005357600650554058,0.21907216494845363,0.0014779202366871586,97,True
tct,9,a_ratio,3,0.0,0.08699727737016585,0.3968143680759362,0.0584192439862543,0.3965888091618368,97,False
